2022-05-17 18:09:57.565 INFO  [3552] [main@84] Sucessfully loaded a students json with 700 students.
2022-05-17 18:09:57.567 INFO  [3552] [main@85] Sucessfully loaded a course json with 31 courses.
2022-05-17 18:09:57.583 WARN  [3552] [main@97] Student has an invalid email: David_Desai8607@TempEMail.net
2022-05-17 18:09:57.591 WARN  [3552] [main@97] Student has an invalid email: Gene_Hogans5119@SpamHereLots.com
2022-05-17 18:09:57.594 WARN  [3552] [main@97] Student has an invalid email: Harvey_Waldrop6128@SpamHerePlease.com
2022-05-17 18:09:57.612 WARN  [3552] [main@97] Student has an invalid email: Lawrence_Bryant2813@Disposableemailaddresses:emailmiser.com
2022-05-17 18:09:57.619 WARN  [3552] [main@97] Student has an invalid email: Marie_Smith9865@SendSpamHere.com
2022-05-17 18:09:57.631 WARN  [3552] [main@97] Student has an invalid email: Patricia_Stoker7644@Disposableemailaddresses:emailmiser.com
2022-05-17 18:09:57.640 WARN  [3552] [main@97] Student has an invalid email: Roger_Stephens9394@SpamHerePlease.com
2022-05-17 18:26:41.307 INFO  [13196] [main@84] Sucessfully loaded a students json with 700 students.
2022-05-17 18:26:41.308 INFO  [13196] [main@85] Sucessfully loaded a course json with 31 courses.
2022-05-17 18:26:41.317 WARN  [13196] [main@97] Student has an invalid email: David_Desai8607@TempEMail.net
2022-05-17 18:26:41.323 WARN  [13196] [main@97] Student has an invalid email: Gene_Hogans5119@SpamHereLots.com
2022-05-17 18:26:41.324 WARN  [13196] [main@97] Student has an invalid email: Harvey_Waldrop6128@SpamHerePlease.com
2022-05-17 18:26:41.332 WARN  [13196] [main@97] Student has an invalid email: Lawrence_Bryant2813@Disposableemailaddresses:emailmiser.com
2022-05-17 18:26:41.336 WARN  [13196] [main@97] Student has an invalid email: Marie_Smith9865@SendSpamHere.com
2022-05-17 18:26:41.341 WARN  [13196] [main@97] Student has an invalid email: Patricia_Stoker7644@Disposableemailaddresses:emailmiser.com
2022-05-17 18:26:41.349 WARN  [13196] [main@97] Student has an invalid email: Roger_Stephens9394@SpamHerePlease.com
2022-05-17 18:36:28.298 INFO  [9636] [main@83] Sucessfully loaded a students json with 700 students.
2022-05-17 18:36:28.299 INFO  [9636] [main@84] Sucessfully loaded a course json with 31 courses.
2022-05-17 18:36:28.317 WARN  [9636] [main@97] Student EI21789610 has an invalid email : David_Desai8607@TempEMail.net
2022-05-17 18:36:28.325 WARN  [9636] [main@97] Student MI78398905 has an invalid email : Gene_Hogans5119@SpamHereLots.com
2022-05-17 18:36:28.329 WARN  [9636] [main@97] Student SK84659272 has an invalid email : Harvey_Waldrop6128@SpamHerePlease.com
2022-05-17 18:36:28.351 WARN  [9636] [main@97] Student UF41086338 has an invalid email : Lawrence_Bryant2813@Disposableemailaddresses:emailmiser.com
2022-05-17 18:36:28.358 WARN  [9636] [main@97] Student CP14534942 has an invalid email : Marie_Smith9865@SendSpamHere.com
2022-05-17 18:36:28.368 WARN  [9636] [main@97] Student OI42240842 has an invalid email : Patricia_Stoker7644@Disposableemailaddresses:emailmiser.com
2022-05-17 18:36:28.383 WARN  [9636] [main@97] Student ZQ75451482 has an invalid email : Roger_Stephens9394@SpamHerePlease.com
2022-05-17 18:49:14.707 INFO  [7164] [CourseHolder::CourseHolder@35] Course type 3 loaded from json is invalid for course MAT100
2022-05-17 18:50:10.039 INFO  [20092] [main@83] Sucessfully loaded a students json with 700 students.
2022-05-17 18:50:10.040 INFO  [20092] [main@84] Sucessfully loaded a course json with 31 courses.
2022-05-17 18:50:10.053 WARN  [20092] [main@97] Student EI21789610 has an invalid email : David_Desai8607@TempEMail.net
2022-05-17 18:50:10.060 WARN  [20092] [main@97] Student MI78398905 has an invalid email : Gene_Hogans5119@SpamHereLots.com
2022-05-17 18:50:10.061 WARN  [20092] [main@97] Student SK84659272 has an invalid email : Harvey_Waldrop6128@SpamHerePlease.com
2022-05-17 18:50:10.070 WARN  [20092] [main@97] Student UF41086338 has an invalid email : Lawrence_Bryant2813@Disposableemailaddresses:emailmiser.com
2022-05-17 18:50:10.073 WARN  [20092] [main@97] Student CP14534942 has an invalid email : Marie_Smith9865@SendSpamHere.com
2022-05-17 18:50:10.078 WARN  [20092] [main@97] Student OI42240842 has an invalid email : Patricia_Stoker7644@Disposableemailaddresses:emailmiser.com
2022-05-17 18:50:10.082 WARN  [20092] [main@97] Student ZQ75451482 has an invalid email : Roger_Stephens9394@SpamHerePlease.com
2022-05-17 19:04:10.210 INFO  [13388] [main@83] Sucessfully loaded a students json with 700 students.
2022-05-17 19:04:10.211 INFO  [13388] [main@84] Sucessfully loaded a course json with 31 courses.
2022-05-17 19:04:10.222 WARN  [13388] [main@97] Student EI21789610 has an invalid email : David_Desai8607@TempEMail.net
2022-05-17 19:04:10.227 WARN  [13388] [main@97] Student MI78398905 has an invalid email : Gene_Hogans5119@SpamHereLots.com
2022-05-17 19:04:10.229 WARN  [13388] [main@97] Student SK84659272 has an invalid email : Harvey_Waldrop6128@SpamHerePlease.com
2022-05-17 19:04:10.246 WARN  [13388] [main@97] Student UF41086338 has an invalid email : Lawrence_Bryant2813@Disposableemailaddresses:emailmiser.com
2022-05-17 19:04:10.257 WARN  [13388] [main@97] Student CP14534942 has an invalid email : Marie_Smith9865@SendSpamHere.com
2022-05-17 19:04:10.261 WARN  [13388] [main@97] Student OI42240842 has an invalid email : Patricia_Stoker7644@Disposableemailaddresses:emailmiser.com
2022-05-17 19:04:10.265 WARN  [13388] [main@97] Student ZQ75451482 has an invalid email : Roger_Stephens9394@SpamHerePlease.com
2022-05-17 19:04:22.369 INFO  [4320] [main@83] Sucessfully loaded a students json with 700 students.
2022-05-17 19:04:22.371 INFO  [4320] [main@84] Sucessfully loaded a course json with 31 courses.
2022-05-17 19:04:22.385 WARN  [4320] [main@97] Student EI21789610 has an invalid email : David_Desai8607@TempEMail.net
2022-05-17 19:04:22.393 WARN  [4320] [main@97] Student MI78398905 has an invalid email : Gene_Hogans5119@SpamHereLots.com
2022-05-17 19:04:22.396 WARN  [4320] [main@97] Student SK84659272 has an invalid email : Harvey_Waldrop6128@SpamHerePlease.com
2022-05-17 19:04:22.412 WARN  [4320] [main@97] Student UF41086338 has an invalid email : Lawrence_Bryant2813@Disposableemailaddresses:emailmiser.com
2022-05-17 19:04:22.423 WARN  [4320] [main@97] Student CP14534942 has an invalid email : Marie_Smith9865@SendSpamHere.com
2022-05-17 19:04:22.433 WARN  [4320] [main@97] Student OI42240842 has an invalid email : Patricia_Stoker7644@Disposableemailaddresses:emailmiser.com
2022-05-17 19:04:22.442 WARN  [4320] [main@97] Student ZQ75451482 has an invalid email : Roger_Stephens9394@SpamHerePlease.com
2022-05-17 19:17:18.631 INFO  [6668] [main@83] Sucessfully loaded a students json with 700 students.
2022-05-17 19:17:18.632 INFO  [6668] [main@84] Sucessfully loaded a course json with 31 courses.
2022-05-17 19:17:18.646 WARN  [6668] [main@97] Student EI21789610 has an invalid email : David_Desai8607@TempEMail.net
2022-05-17 19:17:18.654 WARN  [6668] [main@97] Student MI78398905 has an invalid email : Gene_Hogans5119@SpamHereLots.com
2022-05-17 19:17:18.656 WARN  [6668] [main@97] Student SK84659272 has an invalid email : Harvey_Waldrop6128@SpamHerePlease.com
2022-05-17 19:17:18.674 WARN  [6668] [main@97] Student UF41086338 has an invalid email : Lawrence_Bryant2813@Disposableemailaddresses:emailmiser.com
2022-05-17 19:17:18.678 WARN  [6668] [main@97] Student CP14534942 has an invalid email : Marie_Smith9865@SendSpamHere.com
2022-05-17 19:17:18.686 WARN  [6668] [main@97] Student OI42240842 has an invalid email : Patricia_Stoker7644@Disposableemailaddresses:emailmiser.com
2022-05-17 19:17:18.700 WARN  [6668] [main@97] Student ZQ75451482 has an invalid email : Roger_Stephens9394@SpamHerePlease.com
2022-05-17 19:17:18.741 FATAL [6668] [CourseResult::CourseResult@11] Score provided to CourseResult constructor for is out of range. Score provided was 100.000000.
2022-05-17 19:17:18.741 FATAL [6668] [CourseResult::CourseResult@11] Score provided to CourseResult constructor for is out of range. Score provided was 100.000000.
2022-05-17 19:19:02.555 INFO  [16872] [main@83] Sucessfully loaded a students json with 700 students.
2022-05-17 19:19:02.556 INFO  [16872] [main@84] Sucessfully loaded a course json with 31 courses.
2022-05-17 19:19:02.570 WARN  [16872] [main@97] Student EI21789610 has an invalid email : David_Desai8607@TempEMail.net
2022-05-17 19:19:02.582 WARN  [16872] [main@97] Student MI78398905 has an invalid email : Gene_Hogans5119@SpamHereLots.com
2022-05-17 19:19:02.585 WARN  [16872] [main@97] Student SK84659272 has an invalid email : Harvey_Waldrop6128@SpamHerePlease.com
2022-05-17 19:19:02.598 WARN  [16872] [main@97] Student UF41086338 has an invalid email : Lawrence_Bryant2813@Disposableemailaddresses:emailmiser.com
2022-05-17 19:19:02.602 WARN  [16872] [main@97] Student CP14534942 has an invalid email : Marie_Smith9865@SendSpamHere.com
2022-05-17 19:19:02.606 WARN  [16872] [main@97] Student OI42240842 has an invalid email : Patricia_Stoker7644@Disposableemailaddresses:emailmiser.com
2022-05-17 19:19:02.609 WARN  [16872] [main@97] Student ZQ75451482 has an invalid email : Roger_Stephens9394@SpamHerePlease.com
2022-05-17 19:19:02.641 FATAL [16872] [CourseResult::CourseResult@13] Score provided to CourseResult constructor for is out of range. Score provided was 100.000000.
2022-05-17 19:19:02.641 FATAL [16872] [CourseResult::CourseResult@13] Score provided to CourseResult constructor for is out of range. Score provided was 100.000000.
2022-05-17 20:34:17.511 INFO  [2464] [main@83] Sucessfully loaded a students json with 700 students.
2022-05-17 20:34:17.512 INFO  [2464] [main@84] Sucessfully loaded a course json with 31 courses.
